Time_Index,off_wind_AC,off_wind_AL,off_wind_AM,off_wind_AP,off_wind_BA,off_wind_CE,off_wind_DF,off_wind_ES,off_wind_GO,off_wind_MA,off_wind_MG,off_wind_MS,off_wind_MT,off_wind_PA,off_wind_PB,off_wind_PE,off_wind_PI,off_wind_PR,off_wind_RJ,off_wind_RN,off_wind_RO,off_wind_RR,off_wind_RS,off_wind_SC,off_wind_SE,off_wind_SP,off_wind_TO,on_wind_AC,on_wind_AL,on_wind_AM,on_wind_AP,on_wind_BA,on_wind_CE,on_wind_DF,on_wind_ES,on_wind_GO,on_wind_MA,on_wind_MG,on_wind_MS,on_wind_MT,on_wind_PA,on_wind_PB,on_wind_PE,on_wind_PI,on_wind_PR,on_wind_RJ,on_wind_RN,on_wind_RO,on_wind_RR,on_wind_RS,on_wind_SC,on_wind_SE,on_wind_SP,on_wind_TO,solar_pv_AC,solar_pv_AL,solar_pv_AM,solar_pv_AP,solar_pv_BA,solar_pv_CE,solar_pv_DF,solar_pv_ES,solar_pv_GO,solar_pv_MA,solar_pv_MG,solar_pv_MS,solar_pv_MT,solar_pv_PA,solar_pv_PB,solar_pv_PE,solar_pv_PI,solar_pv_PR,solar_pv_RJ,solar_pv_RN,solar_pv_RO,solar_pv_RR,solar_pv_RS,solar_pv_SC,solar_pv_SE,solar_pv_SP,solar_pv_TO,biomass
7970,0.0,0.2942,0.0,0.3482,0.6708,0.7342,0.0,0.5603,0.0,0.6481,0.0,0.0,0.0,0.5404,0.2351,0.169,0.907,0.3273,0.2083,0.6107,0.0,0.0,0.6771,0.2087,0.3274,0.1972,0.0,0.0104,0.332,0.0108,0.1222,0.1384,0.5021,0.0,0.1197,0.0042,0.0746,0.0464,0.0086,0.01,0.0271,0.54,0.257,0.0865,0.455,0.0792,0.668,0.0118,0.0058,0.3961,0.3641,0.2846,0.373,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7971,0.0,0.2694,0.0,0.3636,0.6319,0.7053,0.0,0.5191,0.0,0.6162,0.0,0.0,0.0,0.5626,0.2175,0.1585,0.8906,0.2553,0.1961,0.5753,0.0,0.0,0.74,0.1698,0.3257,0.1815,0.0,0.0145,0.2469,0.012,0.1028,0.1268,0.5152,0.0,0.0765,0.0051,0.0818,0.0448,0.0135,0.0106,0.0257,0.5307,0.2565,0.0725,0.4859,0.0772,0.6197,0.0112,0.0062,0.4288,0.386,0.2452,0.3793,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7972,0.0,0.2536,0.0,0.3628,0.5896,0.6754,0.0,0.483,0.0,0.5704,0.0,0.0,0.0,0.5477,0.1943,0.1498,0.8603,0.2113,0.2303,0.5413,0.0,0.0,0.7852,0.1613,0.3138,0.1578,0.0,0.0216,0.1778,0.0114,0.0904,0.1057,0.4991,0.0,0.047,0.0074,0.0768,0.0402,0.0186,0.0115,0.0225,0.4718,0.2529,0.0745,0.4949,0.0845,0.552,0.0084,0.006,0.4353,0.4014,0.1947,0.3723,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7973,0.0,0.2272,0.0,0.3542,0.5538,0.6445,0.0,0.455,0.0,0.5477,0.0,0.0,0.0,0.5451,0.167,0.1216,0.84,0.1891,0.2935,0.4867,0.0,0.0,0.8116,0.158,0.2723,0.1385,0.0,0.0198,0.1291,0.0098,0.0717,0.0912,0.4325,0.0,0.0325,0.0086,0.0604,0.0386,0.0263,0.0119,0.0207,0.3575,0.2336,0.0884,0.4761,0.094,0.4691,0.0071,0.0061,0.4204,0.3931,0.1393,0.3555,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7974,0.0,0.2173,0.0,0.3563,0.5267,0.6014,0.0,0.4282,0.0,0.5178,0.0,0.0,0.0,0.5644,0.1568,0.1135,0.8376,0.1638,0.3514,0.447,0.0,0.0,0.8253,0.151,0.2545,0.1372,0.0,0.0115,0.1038,0.0082,0.0484,0.0835,0.3424,0.0,0.0244,0.0091,0.0526,0.039,0.0362,0.0111,0.019,0.2641,0.2138,0.1069,0.4413,0.1086,0.3834,0.0063,0.0065,0.3947,0.3736,0.1384,0.3294,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7975,0.0,0.204,0.0,0.3546,0.5039,0.5436,0.0,0.4015,0.0,0.4856,0.0,0.0,0.0,0.5714,0.1526,0.104,0.8234,0.1512,0.4304,0.4068,0.0,0.0,0.8228,0.1433,0.24,0.157,0.0,0.008,0.0994,0.0092,0.0423,0.0785,0.2511,0.0,0.0219,0.009,0.0446,0.0433,0.0462,0.0101,0.0198,0.211,0.1838,0.1336,0.3877,0.1276,0.3006,0.0067,0.0061,0.3575,0.3462,0.1258,0.2967,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7976,0.0,0.2126,0.0,0.3266,0.4917,0.5049,0.0,0.379,0.0,0.4843,0.0,0.0,0.0,0.5476,0.1644,0.1072,0.8266,0.1316,0.4947,0.3749,0.0,0.0,0.8154,0.1368,0.221,0.1597,0.0,0.0042,0.0862,0.0107,0.0289,0.0742,0.1874,0.0,0.0206,0.0072,0.0356,0.0445,0.0544,0.0082,0.0183,0.1764,0.1363,0.1503,0.3243,0.1463,0.2424,0.0061,0.0047,0.3235,0.3091,0.1045,0.2588,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7977,0.0,0.2268,0.0,0.3429,0.4917,0.4821,0.0,0.3832,0.0,0.501,0.0,0.0,0.0,0.56,0.1837,0.1136,0.8344,0.1071,0.5213,0.3691,0.0,0.0,0.7984,0.1453,0.2094,0.1463,0.0,0.0048,0.0762,0.0116,0.0212,0.068,0.1572,0.0,0.0228,0.0059,0.0305,0.0421,0.0652,0.0073,0.0171,0.1632,0.1121,0.1611,0.2827,0.1477,0.2319,0.0063,0.0051,0.2988,0.2768,0.0896,0.2253,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7978,0.0,0.2356,0.0,0.3512,0.479,0.4735,0.0,0.3777,0.0,0.4987,0.0,0.0,0.0,0.5573,0.2166,0.1289,0.8128,0.0714,0.4902,0.3771,0.0,0.0,0.7704,0.1409,0.2326,0.1189,0.0,0.0085,0.1401,0.0113,0.0148,0.1011,0.2149,0.0,0.027,0.0057,0.0345,0.0416,0.0779,0.0058,0.0163,0.2586,0.1508,0.1851,0.2709,0.1363,0.3464,0.0057,0.0063,0.3059,0.2547,0.1552,0.2083,0.0072,0.0,0.0595,0.0,0.0,0.0302,0.0277,0.0029,0.0219,0.0029,0.0043,0.0116,0.0007,0.0,0.0001,0.0496,0.0475,0.0163,0.0089,0.0131,0.0515,0.0,0.0,0.0138,0.021,0.0551,0.0122,0.003,0.6
7979,0.0,0.2995,0.0,0.3255,0.5284,0.5387,0.0,0.3762,0.0,0.636,0.0,0.0,0.0,0.6022,0.2731,0.1616,0.8606,0.0304,0.4024,0.4188,0.0,0.0,0.7486,0.1382,0.3135,0.043,0.0,0.0322,0.2766,0.014,0.0152,0.1651,0.4552,0.0,0.0398,0.0144,0.0813,0.0423,0.0758,0.0137,0.024,0.3857,0.2895,0.3137,0.2895,0.1235,0.5799,0.0073,0.0155,0.3238,0.2272,0.2707,0.2145,0.0187,0.0,0.2195,0.0016,0.0322,0.1662,0.1725,0.0967,0.085,0.0619,0.1012,0.072,0.0554,0.0291,0.0508,0.2242,0.2174,0.1557,0.1287,0.0482,0.2298,0.0021,0.0002,0.1516,0.1758,0.1954,0.1232,0.0941,0.6
7980,0.0,0.322,0.0,0.3474,0.4944,0.5339,0.0,0.3376,0.0,0.6639,0.0,0.0,0.0,0.6139,0.2921,0.1578,0.8293,0.0224,0.448,0.405,0.0,0.0,0.7246,0.1678,0.2943,0.0339,0.0,0.0543,0.2596,0.0124,0.0556,0.1483,0.5081,0.0,0.0339,0.0318,0.1639,0.0485,0.1184,0.0253,0.0657,0.3702,0.2796,0.3584,0.3323,0.1587,0.5693,0.0064,0.0115,0.3498,0.2551,0.2398,0.2142,0.02,0.0221,0.4123,0.0588,0.1794,0.3262,0.3565,0.249,0.1458,0.1755,0.264,0.1615,0.1906,0.1376,0.1895,0.4126,0.415,0.3374,0.3188,0.1155,0.3957,0.0379,0.0656,0.3342,0.3642,0.383,0.2763,0.2559,0.6
7981,0.0,0.3197,0.0,0.412,0.3972,0.5357,0.0,0.2681,0.0,0.6506,0.0,0.0,0.0,0.6236,0.303,0.1628,0.795,0.0189,0.5142,0.401,0.0,0.0,0.6944,0.2113,0.2729,0.028,0.0,0.0772,0.2305,0.0144,0.1864,0.1098,0.5048,0.0,0.0353,0.0296,0.1413,0.0437,0.1221,0.0351,0.066,0.3837,0.2402,0.3514,0.2916,0.2179,0.5746,0.0162,0.01,0.3624,0.2408,0.1975,0.1956,0.0263,0.0798,0.5632,0.1832,0.3119,0.4632,0.5079,0.3285,0.1576,0.29,0.3917,0.2371,0.3041,0.2803,0.337,0.5639,0.573,0.4911,0.4795,0.1897,0.5353,0.1102,0.2207,0.4905,0.5261,0.5584,0.4184,0.4182,0.6
7982,0.0,0.3211,0.0,0.3942,0.335,0.5353,0.0,0.2583,0.0,0.6248,0.0,0.0,0.0,0.621,0.3063,0.1692,0.7783,0.0112,0.5443,0.389,0.0,0.0,0.6689,0.245,0.2682,0.0269,0.0,0.0935,0.2041,0.0164,0.2515,0.0813,0.4801,0.0,0.0334,0.0207,0.0992,0.0325,0.1075,0.0318,0.0638,0.3706,0.1944,0.3025,0.2243,0.2158,0.551,0.0296,0.0121,0.3547,0.2104,0.1831,0.1565,0.0254,0.1785,0.6802,0.3217,0.4495,0.585,0.6388,0.4067,0.158,0.4032,0.5319,0.3216,0.4093,0.4222,0.4531,0.6768,0.6867,0.6079,0.6179,0.2786,0.6253,0.2353,0.3672,0.6098,0.6514,0.6762,0.5582,0.5419,0.6
7983,0.0,0.3443,0.0,0.3603,0.2808,0.5425,0.0,0.2617,0.0,0.5841,0.0,0.0,0.0,0.6013,0.3219,0.1933,0.7505,0.0235,0.5529,0.3854,0.0,0.0,0.634,0.2808,0.2962,0.0381,0.0,0.096,0.2064,0.0117,0.3081,0.0619,0.4533,0.0,0.0373,0.0154,0.0658,0.0262,0.0879,0.0222,0.0578,0.3455,0.1618,0.2202,0.1663,0.2071,0.5231,0.0467,0.0073,0.3341,0.1793,0.193,0.1141,0.0154,0.2812,0.7335,0.4411,0.5237,0.6673,0.7056,0.5053,0.173,0.4793,0.591,0.3633,0.4661,0.4927,0.5526,0.7345,0.747,0.6479,0.7175,0.325,0.7011,0.2972,0.4949,0.6907,0.7292,0.7468,0.6005,0.6349,0.6
7984,0.0,0.3989,0.0,0.3316,0.2551,0.5678,0.0,0.2322,0.0,0.5464,0.0,0.0,0.0,0.5735,0.3439,0.2299,0.7084,0.0459,0.5393,0.4228,0.0,0.0,0.6333,0.3356,0.3805,0.0632,0.0,0.0799,0.2496,0.0083,0.3236,0.0553,0.4422,0.0,0.0432,0.0156,0.0496,0.0254,0.0726,0.0186,0.0497,0.3461,0.1611,0.1535,0.1225,0.1898,0.5451,0.0549,0.0058,0.3267,0.159,0.2317,0.0765,0.0114,0.3269,0.7541,0.4895,0.5657,0.6485,0.7138,0.5106,0.1649,0.4791,0.6212,0.3976,0.518,0.5397,0.5584,0.7452,0.7295,0.6576,0.7553,0.3196,0.7103,0.3538,0.521,0.7136,0.7675,0.7525,0.5947,0.6568,0.6
7985,0.0,0.4319,0.0,0.3129,0.241,0.5994,0.0,0.214,0.0,0.5355,0.0,0.0,0.0,0.5518,0.3319,0.25,0.7612,0.0694,0.5316,0.4846,0.0,0.0,0.6477,0.4109,0.453,0.0902,0.0,0.0717,0.3203,0.009,0.3123,0.0642,0.4732,0.0,0.0606,0.0271,0.04,0.0233,0.0642,0.0182,0.0432,0.3703,0.1874,0.1208,0.0868,0.1912,0.5893,0.0601,0.0051,0.3235,0.1469,0.2831,0.0542,0.0113,0.3748,0.7206,0.5206,0.5812,0.6415,0.692,0.4899,0.1555,0.5014,0.6105,0.3779,0.5042,0.5593,0.5599,0.7067,0.6964,0.6604,0.7429,0.2688,0.6709,0.4313,0.5294,0.6977,0.734,0.721,0.5381,0.6166,0.6
7986,0.0,0.4623,0.0,0.2865,0.2422,0.6143,0.0,0.2504,0.0,0.5293,0.0,0.0,0.0,0.5234,0.3359,0.2652,0.8236,0.1042,0.5574,0.5437,0.0,0.0,0.6539,0.4681,0.5,0.1136,0.0,0.07,0.4158,0.0078,0.28,0.0889,0.5202,0.0,0.0857,0.0423,0.0377,0.0214,0.0618,0.0221,0.0377,0.4132,0.2356,0.1158,0.0654,0.2115,0.6427,0.068,0.0058,0.3017,0.1451,0.3658,0.0386,0.0202,0.4502,0.6408,0.5514,0.5349,0.5611,0.6037,0.4057,0.1553,0.4305,0.5764,0.3384,0.4999,0.5164,0.5378,0.6303,0.6267,0.6145,0.6686,0.281,0.5945,0.4971,0.4583,0.654,0.6592,0.6461,0.4501,0.5482,0.6
7987,0.0,0.4889,0.0,0.2453,0.223,0.6054,0.0,0.2829,0.0,0.521,0.0,0.0,0.0,0.5024,0.3299,0.2811,0.8499,0.1521,0.5459,0.5873,0.0,0.0,0.6666,0.4908,0.5223,0.152,0.0,0.0597,0.5103,0.0064,0.2526,0.1154,0.5594,0.0,0.1145,0.0518,0.0391,0.0279,0.055,0.0259,0.0343,0.4418,0.2796,0.1322,0.0439,0.2179,0.6825,0.0762,0.0036,0.2634,0.1485,0.4638,0.0317,0.0226,0.364,0.5192,0.5075,0.4926,0.4824,0.4889,0.3818,0.1296,0.3798,0.4803,0.272,0.4682,0.4593,0.4642,0.5129,0.5068,0.5094,0.5162,0.1841,0.4682,0.4948,0.4283,0.6048,0.5583,0.5254,0.3785,0.4732,0.6
7988,0.0,0.5259,0.0,0.2203,0.1977,0.5922,0.0,0.3108,0.0,0.5228,0.0,0.0,0.0,0.4665,0.297,0.2557,0.8611,0.1835,0.5242,0.628,0.0,0.0,0.6995,0.5346,0.5405,0.1761,0.0,0.0482,0.5835,0.0051,0.236,0.1537,0.5917,0.0,0.1348,0.0712,0.0456,0.0412,0.055,0.0307,0.0323,0.4727,0.3244,0.158,0.0358,0.2178,0.7245,0.0844,0.0023,0.2255,0.1533,0.5534,0.0297,0.034,0.2497,0.3566,0.4288,0.3598,0.3125,0.3458,0.4289,0.1139,0.356,0.3702,0.2512,0.4311,0.4132,0.3757,0.3274,0.3594,0.3758,0.4205,0.1605,0.2684,0.4381,0.3967,0.5431,0.4737,0.3684,0.3201,0.3096,0.6
7989,0.0,0.5447,0.0,0.24,0.1805,0.6205,0.0,0.3255,0.0,0.5636,0.0,0.0,0.0,0.4409,0.2817,0.238,0.8524,0.2789,0.4568,0.6572,0.0,0.0,0.705,0.5958,0.5681,0.1778,0.0,0.0332,0.6035,0.0039,0.1938,0.1579,0.6143,0.0,0.1467,0.045,0.0511,0.0453,0.043,0.023,0.0224,0.533,0.343,0.1555,0.0332,0.1832,0.776,0.0668,0.0025,0.1748,0.1463,0.5787,0.0371,0.0309,0.2191,0.1617,0.3192,0.236,0.1741,0.1633,0.3412,0.0684,0.22,0.2166,0.1437,0.3388,0.2827,0.2308,0.1408,0.1685,0.2096,0.3388,0.0855,0.1137,0.3222,0.265,0.4274,0.3639,0.1771,0.2436,0.1795,0.6
7990,0.0,0.551,0.0,0.2838,0.1742,0.6696,0.0,0.325,0.0,0.604,0.0,0.0,0.0,0.4497,0.303,0.2441,0.837,0.4358,0.3494,0.6551,0.0,0.0,0.701,0.6015,0.582,0.2035,0.0,0.0213,0.5506,0.0024,0.1453,0.1217,0.4822,0.0,0.1483,0.0145,0.0617,0.0326,0.0308,0.0207,0.0165,0.5094,0.2856,0.0879,0.0242,0.1237,0.7695,0.0162,0.0014,0.0742,0.1212,0.5014,0.0405,0.0202,0.1554,0.0,0.1963,0.0847,0.0103,0.0,0.2085,0.0108,0.1002,0.0336,0.055,0.2045,0.1514,0.088,0.0,0.0,0.0131,0.214,0.0344,0.0,0.2001,0.1169,0.2913,0.248,0.0,0.1362,0.0647,0.6
7991,0.0,0.5435,0.0,0.2869,0.1596,0.6752,0.0,0.2585,0.0,0.6793,0.0,0.0,0.0,0.5149,0.3009,0.2455,0.8872,0.4767,0.2412,0.6318,0.0,0.0,0.6505,0.5956,0.5499,0.2362,0.0,0.0089,0.5641,0.0018,0.1551,0.133,0.5165,0.0,0.1144,0.009,0.0885,0.026,0.0144,0.0144,0.0272,0.5611,0.3279,0.1095,0.0185,0.0741,0.7646,0.0084,0.0013,0.066,0.1025,0.4586,0.0395,0.0145,0.0823,0.0,0.0443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0259,0.0112,0.0,0.0,0.0,0.0,0.0149,0.0,0.0,0.0807,0.0,0.0917,0.0186,0.0,0.0,0.0,0.6
7992,0.0,0.5995,0.0,0.3035,0.2061,0.7154,0.0,0.2457,0.0,0.6827,0.0,0.0,0.0,0.5974,0.296,0.2461,0.9107,0.4492,0.1698,0.6508,0.0,0.0,0.6021,0.6024,0.5836,0.2765,0.0,0.0087,0.5671,0.0047,0.1621,0.156,0.5677,0.0,0.1121,0.0047,0.1007,0.023,0.025,0.0129,0.0341,0.6019,0.3666,0.1253,0.0311,0.0503,0.7666,0.0179,0.0039,0.0762,0.1038,0.4363,0.0493,0.0103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7993,0.0,0.6003,0.0,0.3191,0.2366,0.7005,0.0,0.1998,0.0,0.7201,0.0,0.0,0.0,0.682,0.2709,0.2116,0.9132,0.4408,0.1133,0.6337,0.0,0.0,0.5568,0.6036,0.5627,0.2616,0.0,0.0127,0.5011,0.0068,0.1611,0.1593,0.5706,0.0,0.0902,0.0054,0.1181,0.0233,0.0314,0.0118,0.0394,0.6153,0.357,0.1341,0.0452,0.0318,0.7338,0.0288,0.0083,0.0633,0.1041,0.3749,0.0546,0.0083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7994,0.0,0.5964,0.0,0.3695,0.2724,0.6643,0.0,0.1667,0.0,0.7475,0.0,0.0,0.0,0.7279,0.2531,0.166,0.9088,0.4239,0.1031,0.6168,0.0,0.0,0.5138,0.5931,0.5579,0.244,0.0,0.0167,0.4208,0.0077,0.1494,0.1581,0.5404,0.0,0.0809,0.0076,0.1223,0.0217,0.0377,0.0166,0.0378,0.6264,0.3372,0.1386,0.056,0.0234,0.6791,0.0306,0.0107,0.0549,0.1024,0.3346,0.0558,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7995,0.0,0.5507,0.0,0.435,0.277,0.6081,0.0,0.1378,0.0,0.762,0.0,0.0,0.0,0.7527,0.2472,0.1412,0.9007,0.3602,0.0751,0.5804,0.0,0.0,0.4801,0.5554,0.5472,0.2341,0.0,0.0252,0.3096,0.0076,0.1449,0.1503,0.4921,0.0,0.057,0.0074,0.1201,0.0232,0.0471,0.0191,0.036,0.563,0.2969,0.1366,0.0548,0.0144,0.5835,0.0186,0.0114,0.0508,0.0876,0.2808,0.0449,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7996,0.0,0.4949,0.0,0.4267,0.2767,0.5773,0.0,0.1135,0.0,0.7724,0.0,0.0,0.0,0.7302,0.2438,0.1441,0.8647,0.2834,0.044,0.5481,0.0,0.0,0.4416,0.4788,0.5,0.2079,0.0,0.0311,0.221,0.0069,0.1323,0.1387,0.4337,0.0,0.039,0.0054,0.1244,0.0227,0.0549,0.019,0.033,0.4602,0.2618,0.1413,0.0556,0.0086,0.5005,0.0111,0.0112,0.0522,0.0774,0.2214,0.0343,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7997,0.0,0.4279,0.0,0.4063,0.2902,0.5588,0.0,0.1088,0.0,0.7728,0.0,0.0,0.0,0.712,0.2165,0.1365,0.8145,0.2439,0.0334,0.5308,0.0,0.0,0.3892,0.4086,0.4233,0.1592,0.0,0.0296,0.1512,0.0063,0.1153,0.1233,0.352,0.0,0.0267,0.0037,0.1169,0.0218,0.0563,0.0178,0.0289,0.3707,0.237,0.1395,0.0503,0.0071,0.4407,0.0106,0.0093,0.0546,0.0671,0.1637,0.0273,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7998,0.0,0.3891,0.0,0.3639,0.3231,0.5447,0.0,0.1217,0.0,0.7358,0.0,0.0,0.0,0.6929,0.2049,0.1202,0.7867,0.2399,0.0287,0.5528,0.0,0.0,0.3365,0.3486,0.3694,0.1416,0.0,0.0233,0.1078,0.0053,0.0915,0.1057,0.2877,0.0,0.0276,0.0039,0.0923,0.0194,0.048,0.0159,0.0247,0.3194,0.2084,0.1488,0.0489,0.0052,0.4098,0.0115,0.0083,0.0527,0.0581,0.1199,0.0253,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
7999,0.0,0.369,0.0,0.3212,0.3829,0.5435,0.0,0.1644,0.0,0.6888,0.0,0.0,0.0,0.6519,0.2331,0.1216,0.7988,0.2112,0.0288,0.5857,0.0,0.0,0.2793,0.2845,0.3296,0.1367,0.0,0.0174,0.09,0.006,0.0813,0.0926,0.2451,0.0,0.0252,0.0058,0.0664,0.0182,0.036,0.0139,0.0225,0.2835,0.1776,0.1691,0.0468,0.0052,0.3888,0.0125,0.008,0.0516,0.0527,0.0909,0.0223,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
8000,0.0,0.3722,0.0,0.3056,0.4399,0.5715,0.0,0.2199,0.0,0.6486,0.0,0.0,0.0,0.6097,0.2826,0.1502,0.8171,0.1729,0.029,0.6095,0.0,0.0,0.2338,0.2468,0.2802,0.1484,0.0,0.0143,0.0827,0.0057,0.065,0.0775,0.2264,0.0,0.0242,0.0071,0.0458,0.018,0.0269,0.0116,0.0209,0.2492,0.1353,0.1758,0.0448,0.0056,0.3752,0.0099,0.008,0.0479,0.053,0.0731,0.0199,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
8001,0.0,0.3432,0.0,0.3422,0.5018,0.6118,0.0,0.2599,0.0,0.6112,0.0,0.0,0.0,0.5831,0.2891,0.1786,0.811,0.1337,0.0297,0.6099,0.0,0.0,0.1856,0.2112,0.2396,0.1403,0.0,0.0132,0.066,0.0066,0.0545,0.0664,0.1899,0.0,0.0183,0.0063,0.0351,0.0182,0.0227,0.0092,0.0238,0.2171,0.1039,0.1813,0.0416,0.0056,0.3774,0.0086,0.0076,0.0443,0.047,0.059,0.0165,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
8002,0.0,0.2574,0.0,0.3715,0.5037,0.6382,0.0,0.2676,0.0,0.597,0.0,0.0,0.0,0.5363,0.2743,0.2262,0.824,0.134,0.0287,0.6101,0.0,0.0,0.1394,0.1791,0.1955,0.1145,0.0,0.0104,0.0756,0.0065,0.0448,0.0885,0.2557,0.0,0.0121,0.0095,0.0321,0.0205,0.0208,0.0065,0.0245,0.3038,0.1442,0.2194,0.0442,0.0082,0.513,0.0092,0.0085,0.0449,0.0526,0.0847,0.0195,0.0084,0.0,0.0707,0.0,0.0,0.0344,0.0274,0.0065,0.0212,0.0036,0.0045,0.0086,0.0012,0.0001,0.0001,0.0509,0.0519,0.0167,0.0098,0.0358,0.0499,0.0,0.0,0.0117,0.0174,0.0674,0.0103,0.0033,0.6
8003,0.0,0.284,0.0,0.4489,0.4661,0.7095,0.0,0.1977,0.0,0.7317,0.0,0.0,0.0,0.5967,0.2471,0.2642,0.8973,0.162,0.0291,0.5778,0.0,0.0,0.1013,0.1632,0.2485,0.1498,0.0,0.0167,0.209,0.0079,0.0597,0.1716,0.4782,0.0,0.0059,0.0078,0.0456,0.011,0.0232,0.0091,0.0315,0.4544,0.2447,0.3187,0.0364,0.006,0.6738,0.0107,0.016,0.0554,0.0335,0.3814,0.0158,0.0168,0.0,0.2463,0.0019,0.0321,0.177,0.1683,0.0906,0.0887,0.0743,0.1055,0.0565,0.0739,0.0401,0.0493,0.2124,0.2222,0.1574,0.1365,0.1254,0.2209,0.0039,0.0002,0.1291,0.1505,0.259,0.095,0.0997,0.6
8004,0.0,0.3232,0.0,0.4497,0.4675,0.706,0.0,0.1532,0.0,0.745,0.0,0.0,0.0,0.5697,0.2154,0.2409,0.898,0.1649,0.0415,0.5098,0.0,0.0,0.0908,0.1759,0.2635,0.1373,0.0,0.0111,0.3321,0.0064,0.2191,0.1654,0.5595,0.0,0.0107,0.0117,0.1213,0.0212,0.0339,0.0071,0.0797,0.4453,0.2714,0.3859,0.06,0.005,0.6386,0.0026,0.0199,0.0427,0.0485,0.4012,0.0172,0.0324,0.0318,0.4417,0.0703,0.1819,0.3556,0.3465,0.2473,0.191,0.2068,0.273,0.1342,0.237,0.178,0.1899,0.4077,0.4166,0.3459,0.3225,0.2545,0.4072,0.0869,0.066,0.3022,0.3321,0.4357,0.2395,0.266,0.6
