Time_Index,off_wind_AC,off_wind_AL,off_wind_AM,off_wind_AP,off_wind_BA,off_wind_CE,off_wind_DF,off_wind_ES,off_wind_GO,off_wind_MA,off_wind_MG,off_wind_MS,off_wind_MT,off_wind_PA,off_wind_PB,off_wind_PE,off_wind_PI,off_wind_PR,off_wind_RJ,off_wind_RN,off_wind_RO,off_wind_RR,off_wind_RS,off_wind_SC,off_wind_SE,off_wind_SP,off_wind_TO,on_wind_AC,on_wind_AL,on_wind_AM,on_wind_AP,on_wind_BA,on_wind_CE,on_wind_DF,on_wind_ES,on_wind_GO,on_wind_MA,on_wind_MG,on_wind_MS,on_wind_MT,on_wind_PA,on_wind_PB,on_wind_PE,on_wind_PI,on_wind_PR,on_wind_RJ,on_wind_RN,on_wind_RO,on_wind_RR,on_wind_RS,on_wind_SC,on_wind_SE,on_wind_SP,on_wind_TO,solar_pv_AC,solar_pv_AL,solar_pv_AM,solar_pv_AP,solar_pv_BA,solar_pv_CE,solar_pv_DF,solar_pv_ES,solar_pv_GO,solar_pv_MA,solar_pv_MG,solar_pv_MS,solar_pv_MT,solar_pv_PA,solar_pv_PB,solar_pv_PE,solar_pv_PI,solar_pv_PR,solar_pv_RJ,solar_pv_RN,solar_pv_RO,solar_pv_RR,solar_pv_RS,solar_pv_SC,solar_pv_SE,solar_pv_SP,solar_pv_TO,biomass
34,0.0,0.3042,0.0,0.4449,0.266,0.661,0.0,0.379,0.0,0.5674,0.0,0.0,0.0,0.5093,0.556,0.5667,0.7284,0.0027,0.51,0.5088,0.0,0.0,0.7171,0.2584,0.2503,0.003,0.0,0.0316,0.1724,0.0123,0.0593,0.1783,0.2018,0.0,0.0369,0.0051,0.0161,0.0135,0.0658,0.0092,0.0215,0.4676,0.3707,0.1821,0.075,0.0518,0.532,0.0035,0.0961,0.1629,0.1725,0.1605,0.0173,0.0048,0.0,0.0232,0.0,0.0,0.0138,0.0105,0.0013,0.0301,0.0007,0.0004,0.0144,0.0,0.0,0.0,0.0216,0.0199,0.0045,0.002,0.0273,0.023,0.0,0.0,0.0032,0.0056,0.0226,0.0042,0.0002,0.05
35,0.0,0.4232,0.0,0.5123,0.1931,0.7448,0.0,0.2962,0.0,0.6561,0.0,0.0,0.0,0.5919,0.5876,0.5913,0.7816,0.0001,0.522,0.5836,0.0,0.0,0.7275,0.2677,0.3325,0.0059,0.0,0.0305,0.3737,0.0159,0.0679,0.2481,0.4415,0.0,0.0392,0.0094,0.0315,0.012,0.111,0.0123,0.0222,0.7648,0.6637,0.2252,0.0843,0.0547,0.8332,0.0046,0.0925,0.2384,0.2185,0.3548,0.0257,0.0089,0.0,0.1384,0.0001,0.0075,0.1327,0.1409,0.0909,0.1628,0.0735,0.0689,0.1408,0.0503,0.0228,0.0245,0.1553,0.1543,0.1154,0.0753,0.1549,0.1631,0.0004,0.0,0.0692,0.0854,0.1402,0.0955,0.0632,0.05
36,0.0,0.4373,0.0,0.5685,0.1942,0.7466,0.0,0.2779,0.0,0.7019,0.0,0.0,0.0,0.5893,0.6206,0.5643,0.8091,0.0002,0.4832,0.5748,0.0,0.0,0.6312,0.2462,0.3201,0.0052,0.0,0.0316,0.47,0.0196,0.107,0.2894,0.7356,0.0,0.066,0.0098,0.1048,0.0202,0.1838,0.0135,0.0402,0.7879,0.7056,0.4066,0.1439,0.0571,0.8558,0.0054,0.0932,0.3031,0.2484,0.3997,0.037,0.0116,0.0175,0.3168,0.0243,0.0918,0.3117,0.3209,0.2356,0.3325,0.2406,0.2307,0.3134,0.2007,0.139,0.1482,0.3275,0.3177,0.2998,0.2109,0.3019,0.326,0.0346,0.0367,0.2087,0.2291,0.3003,0.2486,0.2292,0.05
37,0.0,0.451,0.0,0.5849,0.1825,0.7265,0.0,0.2786,0.0,0.6944,0.0,0.0,0.0,0.5579,0.6289,0.5688,0.787,0.0024,0.4569,0.5362,0.0,0.0,0.5055,0.2051,0.3085,0.0071,0.0,0.0361,0.486,0.0202,0.1538,0.3164,0.8204,0.0,0.0924,0.023,0.1271,0.0315,0.2636,0.0243,0.0833,0.7871,0.7023,0.5711,0.2026,0.0767,0.8426,0.0046,0.1562,0.4199,0.2977,0.3939,0.0619,0.0265,0.1201,0.4435,0.1081,0.2534,0.4661,0.464,0.3799,0.4754,0.4273,0.4061,0.4783,0.3619,0.3074,0.295,0.4534,0.4714,0.4725,0.3121,0.4663,0.4642,0.1138,0.1795,0.344,0.3813,0.4288,0.4057,0.4157,0.05
38,0.0,0.4756,0.0,0.5644,0.1648,0.6871,0.0,0.2819,0.0,0.6662,0.0,0.0,0.0,0.5233,0.6201,0.5501,0.7033,0.0047,0.4677,0.5086,0.0,0.0,0.3823,0.201,0.3236,0.0169,0.0,0.0409,0.5165,0.0265,0.1583,0.3218,0.8165,0.0,0.0988,0.031,0.1878,0.041,0.2713,0.0378,0.0923,0.8042,0.7081,0.6366,0.1743,0.1141,0.8445,0.0087,0.217,0.4923,0.3645,0.413,0.0957,0.0409,0.2617,0.5673,0.2199,0.3899,0.6046,0.5971,0.4505,0.5994,0.5805,0.5311,0.6156,0.5078,0.4652,0.4339,0.598,0.6044,0.6049,0.4193,0.5781,0.6108,0.2091,0.3192,0.4683,0.5166,0.5317,0.5479,0.5514,0.05
39,0.0,0.5277,0.0,0.5446,0.1548,0.646,0.0,0.3184,0.0,0.6358,0.0,0.0,0.0,0.5078,0.6128,0.5312,0.6054,0.018,0.4828,0.5147,0.0,0.0,0.2974,0.2426,0.357,0.027,0.0,0.0428,0.5787,0.0333,0.145,0.3367,0.8301,0.0,0.1168,0.0336,0.2453,0.0472,0.2639,0.0482,0.1077,0.8327,0.7346,0.627,0.1676,0.1286,0.8688,0.0108,0.2878,0.5502,0.406,0.4766,0.1163,0.0726,0.387,0.6453,0.3224,0.4875,0.6796,0.6422,0.4882,0.6653,0.6767,0.5612,0.6997,0.6175,0.5851,0.5167,0.7006,0.6916,0.6533,0.5426,0.6597,0.6781,0.262,0.4231,0.5617,0.5947,0.6494,0.6272,0.6331,0.05
40,0.0,0.5382,0.0,0.5397,0.1466,0.5959,0.0,0.3739,0.0,0.6153,0.0,0.0,0.0,0.5062,0.6074,0.4997,0.5495,0.0632,0.4777,0.5292,0.0,0.0,0.3103,0.3034,0.3931,0.036,0.0,0.046,0.6259,0.0422,0.192,0.3404,0.8325,0.0,0.1399,0.0356,0.2619,0.0547,0.2591,0.0438,0.1181,0.8369,0.7542,0.5953,0.1806,0.1194,0.8701,0.0096,0.3479,0.5884,0.3642,0.5592,0.1158,0.0911,0.4228,0.6855,0.3788,0.519,0.7042,0.6709,0.455,0.7097,0.7053,0.5823,0.7063,0.6212,0.6561,0.532,0.6428,0.6735,0.6565,0.5666,0.6751,0.6636,0.3066,0.5215,0.5684,0.5925,0.6672,0.6439,0.6513,0.05
41,0.0,0.5147,0.0,0.53,0.1475,0.5639,0.0,0.4021,0.0,0.6012,0.0,0.0,0.0,0.4781,0.6082,0.4505,0.5205,0.1409,0.4391,0.5894,0.0,0.0,0.3419,0.4105,0.4256,0.0509,0.0,0.0413,0.6783,0.0467,0.2457,0.3535,0.8274,0.0,0.1495,0.039,0.2424,0.0606,0.2562,0.0378,0.1171,0.8434,0.7751,0.5563,0.1904,0.0901,0.8863,0.0106,0.3461,0.547,0.2866,0.6245,0.1021,0.098,0.4334,0.6548,0.4419,0.6042,0.676,0.6237,0.4701,0.7132,0.687,0.6056,0.6606,0.638,0.6782,0.5351,0.608,0.6283,0.6421,0.5762,0.674,0.5898,0.3356,0.5074,0.5789,0.6082,0.6413,0.6152,0.6405,0.05
42,0.0,0.4988,0.0,0.5293,0.1578,0.5592,0.0,0.4229,0.0,0.5774,0.0,0.0,0.0,0.4631,0.6266,0.4146,0.5277,0.2175,0.4122,0.6731,0.0,0.0,0.4053,0.5227,0.4527,0.1072,0.0,0.0316,0.7262,0.0454,0.2733,0.3841,0.8116,0.0,0.1537,0.0397,0.2223,0.0628,0.2367,0.032,0.1181,0.857,0.805,0.5208,0.1778,0.0682,0.9056,0.0067,0.3453,0.5171,0.2451,0.6991,0.0934,0.1,0.5353,0.5652,0.4471,0.5274,0.6008,0.5949,0.4769,0.6711,0.6566,0.5517,0.628,0.6346,0.6574,0.484,0.5549,0.5527,0.5767,0.5758,0.6191,0.5451,0.3197,0.4932,0.5735,0.6364,0.5327,0.6013,0.5785,0.05
43,0.0,0.4352,0.0,0.556,0.1716,0.565,0.0,0.4403,0.0,0.5268,0.0,0.0,0.0,0.4839,0.6492,0.416,0.5576,0.2748,0.4281,0.7295,0.0,0.0,0.4164,0.5985,0.4372,0.202,0.0,0.0207,0.7434,0.0445,0.2956,0.4016,0.7863,0.0,0.1505,0.0416,0.1965,0.0648,0.2244,0.0287,0.1094,0.8585,0.8136,0.4924,0.1583,0.0722,0.9097,0.0066,0.3281,0.4816,0.203,0.744,0.0827,0.0974,0.4253,0.4398,0.4699,0.4604,0.5247,0.4973,0.4339,0.6091,0.5804,0.4955,0.5407,0.5783,0.5957,0.4568,0.457,0.4404,0.5089,0.5334,0.5296,0.4331,0.3489,0.4663,0.4993,0.5786,0.4086,0.5223,0.5174,0.05
44,0.0,0.3854,0.0,0.6145,0.2007,0.5815,0.0,0.4875,0.0,0.4822,0.0,0.0,0.0,0.5377,0.6633,0.4393,0.583,0.3488,0.4758,0.758,0.0,0.0,0.402,0.6114,0.4075,0.2773,0.0,0.0189,0.7345,0.0378,0.2894,0.428,0.7526,0.0,0.1573,0.0375,0.1804,0.0719,0.1841,0.0272,0.1015,0.8496,0.8083,0.4709,0.1482,0.0927,0.9044,0.006,0.3564,0.4395,0.1663,0.7621,0.0659,0.0992,0.5269,0.3425,0.4355,0.3058,0.3934,0.3344,0.3911,0.4836,0.4918,0.3681,0.4422,0.49,0.512,0.361,0.2903,0.3273,0.3725,0.4676,0.4274,0.2967,0.347,0.2666,0.4566,0.4912,0.3509,0.4528,0.3948,0.05
45,0.0,0.3063,0.0,0.6464,0.236,0.6266,0.0,0.5576,0.0,0.5099,0.0,0.0,0.0,0.6036,0.6489,0.4309,0.6294,0.457,0.5137,0.7581,0.0,0.0,0.3239,0.5925,0.3442,0.3624,0.0,0.0253,0.6733,0.0289,0.2372,0.4028,0.6762,0.0,0.1614,0.0345,0.1373,0.0672,0.1316,0.0239,0.0655,0.8239,0.7716,0.3895,0.1312,0.1023,0.8824,0.0119,0.3166,0.2896,0.1558,0.7222,0.0419,0.0781,0.4194,0.1984,0.3605,0.2297,0.2535,0.1934,0.2693,0.3291,0.3569,0.2395,0.2992,0.3709,0.3911,0.2505,0.1445,0.166,0.2306,0.3589,0.2959,0.1481,0.2635,0.2375,0.357,0.3829,0.2105,0.3288,0.2763,0.05
46,0.0,0.2457,0.0,0.634,0.2886,0.6436,0.0,0.6192,0.0,0.5384,0.0,0.0,0.0,0.6142,0.6219,0.4235,0.6692,0.5891,0.5327,0.743,0.0,0.0,0.2469,0.5674,0.2697,0.449,0.0,0.0176,0.5105,0.0188,0.1739,0.2748,0.451,0.0,0.1238,0.0172,0.0747,0.035,0.0786,0.0129,0.04,0.6973,0.6291,0.1895,0.069,0.1124,0.7993,0.0075,0.2035,0.1279,0.1186,0.5508,0.0198,0.0193,0.3149,0.0,0.231,0.0891,0.0814,0.0,0.25,0.1261,0.1878,0.0883,0.1405,0.2208,0.2245,0.1175,0.0,0.0043,0.0683,0.2325,0.1438,0.0,0.1716,0.1445,0.2308,0.2586,0.0,0.182,0.1243,0.05
47,0.0,0.1636,0.0,0.6177,0.3232,0.5377,0.0,0.6467,0.0,0.5292,0.0,0.0,0.0,0.688,0.5,0.3101,0.7112,0.5848,0.5983,0.6399,0.0,0.0,0.2875,0.4593,0.1597,0.5338,0.0,0.0157,0.3571,0.0132,0.1848,0.2496,0.4252,0.0,0.1093,0.0057,0.1034,0.0293,0.0224,0.0094,0.0482,0.6253,0.5634,0.1554,0.0139,0.1141,0.7336,0.006,0.099,0.0611,0.0499,0.3483,0.01,0.0206,0.1779,0.0,0.0916,0.0,0.0,0.0,0.0,0.0,0.0082,0.0,0.0002,0.0908,0.0627,0.0012,0.0,0.0,0.0,0.089,0.0,0.0,0.1039,0.0316,0.1326,0.0972,0.0,0.0261,0.0,0.05
48,0.0,0.1459,0.0,0.6944,0.3965,0.5306,0.0,0.6981,0.0,0.5858,0.0,0.0,0.0,0.7323,0.5004,0.3192,0.782,0.6951,0.6286,0.6641,0.0,0.0,0.3455,0.5174,0.1419,0.6241,0.0,0.0194,0.2911,0.0167,0.1872,0.2513,0.4093,0.0,0.1198,0.0074,0.0902,0.032,0.0342,0.0136,0.0485,0.6378,0.5732,0.1483,0.0129,0.1089,0.7214,0.0052,0.0603,0.038,0.0394,0.2243,0.0101,0.0216,0.0076,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
49,0.0,0.1354,0.0,0.7297,0.4231,0.5409,0.0,0.7323,0.0,0.6925,0.0,0.0,0.0,0.7151,0.4877,0.3127,0.8179,0.7924,0.6497,0.672,0.0,0.0,0.3565,0.5641,0.1421,0.6294,0.0,0.0313,0.2137,0.0161,0.2007,0.2374,0.4049,0.0,0.1288,0.0084,0.0763,0.0296,0.0495,0.0129,0.0491,0.6167,0.5573,0.1473,0.0161,0.0992,0.7019,0.0069,0.0594,0.0481,0.0379,0.1287,0.0112,0.0183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
50,0.0,0.135,0.0,0.7293,0.4252,0.5566,0.0,0.7577,0.0,0.7506,0.0,0.0,0.0,0.7049,0.4962,0.3195,0.8099,0.7441,0.6503,0.6436,0.0,0.0,0.4,0.5852,0.1363,0.5893,0.0,0.0402,0.1502,0.0122,0.2059,0.2202,0.4089,0.0,0.1237,0.0084,0.0733,0.0278,0.0692,0.0115,0.0473,0.5864,0.532,0.1445,0.0188,0.0945,0.6543,0.009,0.0644,0.0826,0.0365,0.0816,0.0139,0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
51,0.0,0.13,0.0,0.7602,0.4148,0.5864,0.0,0.768,0.0,0.7358,0.0,0.0,0.0,0.7202,0.4772,0.292,0.8175,0.5914,0.6385,0.6017,0.0,0.0,0.438,0.569,0.1161,0.486,0.0,0.0388,0.0966,0.01,0.1731,0.1952,0.3995,0.0,0.1184,0.008,0.0672,0.0241,0.0904,0.011,0.0483,0.501,0.4842,0.1427,0.0204,0.0912,0.5612,0.0091,0.0703,0.1058,0.0505,0.0523,0.0137,0.0158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
52,0.0,0.1229,0.0,0.7536,0.3689,0.5984,0.0,0.7409,0.0,0.7204,0.0,0.0,0.0,0.7049,0.3976,0.2244,0.8034,0.5539,0.644,0.5991,0.0,0.0,0.4136,0.5089,0.091,0.3576,0.0,0.0389,0.0637,0.0081,0.1372,0.1736,0.3983,0.0,0.1143,0.0076,0.0582,0.0215,0.0968,0.0104,0.0449,0.4313,0.4549,0.1575,0.0293,0.0947,0.5209,0.0095,0.0635,0.1178,0.0703,0.0303,0.0116,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
53,0.0,0.1223,0.0,0.7574,0.3419,0.6102,0.0,0.7097,0.0,0.6907,0.0,0.0,0.0,0.6804,0.357,0.1845,0.7604,0.5171,0.6461,0.6019,0.0,0.0,0.3274,0.4607,0.0819,0.2339,0.0,0.0382,0.0535,0.0071,0.1249,0.1596,0.3423,0.0,0.1109,0.0065,0.0544,0.0214,0.088,0.0111,0.0383,0.3972,0.4278,0.1769,0.0417,0.0912,0.4946,0.0082,0.0695,0.1514,0.0885,0.0215,0.0101,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
54,0.0,0.1352,0.0,0.7709,0.3148,0.6313,0.0,0.6665,0.0,0.6672,0.0,0.0,0.0,0.6618,0.3638,0.1876,0.7028,0.3728,0.636,0.6136,0.0,0.0,0.2697,0.3489,0.0985,0.1646,0.0,0.0333,0.0553,0.0067,0.1158,0.1401,0.2614,0.0,0.104,0.0064,0.051,0.02,0.0779,0.0101,0.0351,0.3736,0.3798,0.199,0.054,0.0811,0.4759,0.0061,0.0777,0.1821,0.1134,0.0201,0.0091,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
55,0.0,0.1643,0.0,0.7486,0.2749,0.6898,0.0,0.6305,0.0,0.6559,0.0,0.0,0.0,0.6424,0.3717,0.1974,0.6942,0.2024,0.6018,0.6065,0.0,0.0,0.2592,0.2296,0.1286,0.1251,0.0,0.0203,0.0457,0.0068,0.1088,0.1212,0.1895,0.0,0.1008,0.0074,0.0464,0.0178,0.0735,0.0088,0.0337,0.347,0.3161,0.2131,0.0658,0.0704,0.464,0.0037,0.0798,0.2217,0.1158,0.025,0.0099,0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
56,0.0,0.2242,0.0,0.7094,0.2527,0.7634,0.0,0.5893,0.0,0.7026,0.0,0.0,0.0,0.6533,0.3996,0.2377,0.7335,0.1613,0.5865,0.5663,0.0,0.0,0.2035,0.1493,0.1722,0.1093,0.0,0.0158,0.0527,0.0075,0.1154,0.1096,0.1485,0.0,0.0924,0.009,0.0398,0.0149,0.0767,0.0071,0.0329,0.3344,0.2785,0.2224,0.0724,0.0677,0.4406,0.0026,0.0759,0.2879,0.1243,0.0282,0.0103,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
57,0.0,0.269,0.0,0.6626,0.226,0.8226,0.0,0.535,0.0,0.7577,0.0,0.0,0.0,0.6694,0.4291,0.2721,0.7837,0.1286,0.576,0.5134,0.0,0.0,0.248,0.1037,0.2105,0.0949,0.0,0.0173,0.0685,0.0096,0.1116,0.1122,0.1578,0.0,0.0781,0.0088,0.0305,0.0132,0.0794,0.0062,0.0313,0.3498,0.2595,0.2321,0.0728,0.0653,0.4137,0.0018,0.0687,0.3239,0.1348,0.0353,0.0118,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
58,0.0,0.2803,0.0,0.6455,0.1909,0.8145,0.0,0.5122,0.0,0.823,0.0,0.0,0.0,0.7184,0.4545,0.3117,0.8956,0.095,0.5848,0.503,0.0,0.0,0.3294,0.0747,0.2521,0.1005,0.0,0.0212,0.1597,0.0102,0.1035,0.1419,0.2339,0.0,0.086,0.0083,0.03,0.0157,0.0742,0.0045,0.0303,0.3843,0.329,0.249,0.0752,0.0787,0.4438,0.0023,0.0678,0.3156,0.1663,0.0711,0.0191,0.0128,0.0,0.0268,0.0,0.0,0.0145,0.0104,0.0013,0.0272,0.0007,0.0003,0.0138,0.0,0.0,0.0,0.0268,0.0225,0.0043,0.0021,0.0301,0.0262,0.0,0.0,0.0026,0.0067,0.0257,0.0042,0.0002,0.05
59,0.0,0.3201,0.0,0.6557,0.1679,0.8018,0.0,0.47,0.0,0.8928,0.0,0.0,0.0,0.8129,0.4692,0.3532,0.9057,0.1023,0.5894,0.6624,0.0,0.0,0.4252,0.0451,0.3836,0.0949,0.0,0.0239,0.4364,0.0131,0.0805,0.2303,0.4519,0.0,0.1083,0.013,0.0446,0.0156,0.0879,0.0089,0.051,0.6425,0.6256,0.3319,0.0451,0.0808,0.7631,0.0059,0.0705,0.346,0.1005,0.2786,0.0111,0.0233,0.0,0.1649,0.0001,0.0081,0.1452,0.1402,0.0978,0.1512,0.0804,0.0748,0.1424,0.0517,0.0236,0.0293,0.1747,0.1632,0.1126,0.0903,0.1715,0.1752,0.0005,0.0,0.0589,0.1087,0.1587,0.0993,0.0681,0.05
60,0.0,0.258,0.0,0.7586,0.1617,0.8196,0.0,0.4343,0.0,0.8454,0.0,0.0,0.0,0.8338,0.4432,0.3379,0.869,0.1205,0.568,0.6349,0.0,0.0,0.5092,0.0493,0.3441,0.1154,0.0,0.019,0.4825,0.0105,0.1915,0.2749,0.7018,0.0,0.1161,0.0081,0.165,0.027,0.0935,0.0034,0.1385,0.6656,0.6511,0.4925,0.1327,0.0982,0.7951,0.0037,0.0712,0.3664,0.2248,0.3505,0.0345,0.0223,0.0186,0.2875,0.0277,0.0901,0.3295,0.3232,0.2712,0.3258,0.2624,0.2569,0.3261,0.2134,0.1564,0.173,0.3628,0.3445,0.3044,0.2538,0.3419,0.3462,0.0516,0.0234,0.1517,0.2546,0.2922,0.2659,0.2481,0.05
61,0.0,0.2436,0.0,0.7188,0.1654,0.8092,0.0,0.4124,0.0,0.8087,0.0,0.0,0.0,0.8174,0.4127,0.3249,0.8926,0.1557,0.5249,0.5771,0.0,0.0,0.5668,0.0739,0.3066,0.139,0.0,0.0076,0.4653,0.0135,0.3802,0.3081,0.7659,0.0,0.1114,0.021,0.2519,0.0536,0.1747,0.0071,0.2562,0.6292,0.629,0.6076,0.3187,0.1451,0.767,0.0021,0.1485,0.3959,0.6002,0.3961,0.088,0.0499,0.1359,0.4497,0.1199,0.2505,0.4982,0.4913,0.3947,0.4568,0.4434,0.4195,0.4936,0.3699,0.3317,0.3255,0.5249,0.513,0.4836,0.4123,0.4966,0.5089,0.1809,0.0956,0.2306,0.4054,0.4401,0.4196,0.4214,0.05
62,0.0,0.257,0.0,0.6598,0.1855,0.7667,0.0,0.4097,0.0,0.8276,0.0,0.0,0.0,0.8105,0.4569,0.3682,0.8923,0.2313,0.4728,0.4895,0.0,0.0,0.5999,0.0989,0.2988,0.1951,0.0,0.0154,0.4472,0.0278,0.453,0.3138,0.7464,0.0,0.1199,0.0365,0.2878,0.0819,0.2925,0.0149,0.3325,0.5649,0.5841,0.631,0.4493,0.182,0.6673,0.0027,0.281,0.4174,0.7424,0.4229,0.1446,0.0712,0.3032,0.5963,0.2535,0.2965,0.632,0.6023,0.479,0.5829,0.5912,0.5429,0.6325,0.5192,0.5014,0.4749,0.641,0.6401,0.6212,0.5371,0.625,0.6081,0.3514,0.1995,0.2882,0.5371,0.5629,0.5632,0.5774,0.05
63,0.0,0.2638,0.0,0.64,0.2051,0.7292,0.0,0.4313,0.0,0.8236,0.0,0.0,0.0,0.781,0.4884,0.4311,0.8722,0.2293,0.4613,0.4481,0.0,0.0,0.6307,0.1219,0.2867,0.1768,0.0,0.0207,0.4452,0.0439,0.3461,0.3121,0.7397,0.0,0.109,0.0544,0.3347,0.1049,0.3836,0.0291,0.3671,0.5026,0.5343,0.656,0.5468,0.1967,0.6054,0.0045,0.3846,0.4182,0.7928,0.4454,0.2112,0.0972,0.4221,0.6962,0.3496,0.3631,0.7244,0.685,0.527,0.6672,0.6661,0.6352,0.7091,0.6269,0.6215,0.5722,0.7211,0.7259,0.6974,0.6242,0.6904,0.6762,0.5074,0.3076,0.3212,0.6012,0.6518,0.6558,0.6619,0.05
64,0.0,0.2566,0.0,0.6553,0.2285,0.6682,0.0,0.4806,0.0,0.7979,0.0,0.0,0.0,0.7719,0.5365,0.4658,0.8276,0.2444,0.4715,0.4747,0.0,0.0,0.6778,0.1814,0.2643,0.1027,0.0,0.0225,0.4518,0.0536,0.2886,0.3023,0.702,0.0,0.1022,0.0639,0.3601,0.1071,0.3744,0.0398,0.3683,0.4674,0.483,0.5905,0.6032,0.1804,0.611,0.0175,0.3852,0.448,0.8022,0.4526,0.2607,0.1464,0.496,0.6789,0.4162,0.3818,0.7325,0.6919,0.5175,0.7397,0.6507,0.5865,0.7192,0.6703,0.665,0.5812,0.7127,0.7234,0.6245,0.6517,0.7215,0.6304,0.5606,0.3883,0.3278,0.6254,0.6571,0.6726,0.6441,0.05
65,0.0,0.2351,0.0,0.7044,0.2651,0.6128,0.0,0.5753,0.0,0.7681,0.0,0.0,0.0,0.7882,0.6092,0.4691,0.8129,0.2602,0.479,0.5347,0.0,0.0,0.7367,0.1759,0.2535,0.0594,0.0,0.0227,0.4546,0.0533,0.2045,0.2793,0.6476,0.0,0.1202,0.0573,0.3692,0.0975,0.3344,0.043,0.3376,0.4454,0.4274,0.5204,0.6168,0.165,0.6255,0.0229,0.3203,0.4694,0.7977,0.4586,0.2848,0.1696,0.516,0.6511,0.4797,0.5144,0.7263,0.6544,0.5096,0.7518,0.6743,0.607,0.6985,0.6946,0.6511,0.6159,0.6148,0.6918,0.6366,0.6525,0.7107,0.5837,0.5922,0.4711,0.3423,0.6015,0.656,0.6594,0.6321,0.05
66,0.0,0.231,0.0,0.6895,0.3176,0.5737,0.0,0.6728,0.0,0.757,0.0,0.0,0.0,0.7754,0.6743,0.4952,0.8159,0.2091,0.5027,0.6151,0.0,0.0,0.759,0.135,0.2709,0.0254,0.0,0.0382,0.4795,0.0534,0.2208,0.2655,0.6147,0.0,0.1481,0.0379,0.3249,0.0804,0.283,0.0347,0.2903,0.4443,0.3929,0.4391,0.5925,0.1342,0.6326,0.0161,0.3018,0.4508,0.7643,0.5016,0.283,0.1728,0.5451,0.5387,0.4944,0.4967,0.677,0.5544,0.4562,0.6989,0.6458,0.5505,0.6562,0.6765,0.605,0.574,0.5148,0.6007,0.5733,0.6383,0.6597,0.4751,0.5366,0.526,0.327,0.5639,0.5552,0.5628,0.5829,0.05
67,0.0,0.2188,0.0,0.5987,0.3652,0.5661,0.0,0.7432,0.0,0.7872,0.0,0.0,0.0,0.7699,0.6958,0.482,0.827,0.1797,0.5611,0.6791,0.0,0.0,0.7815,0.1317,0.2855,0.0556,0.0,0.0371,0.4993,0.0514,0.2102,0.2693,0.5937,0.0,0.1735,0.0219,0.2593,0.0591,0.2502,0.0241,0.24,0.4605,0.3727,0.3759,0.5727,0.1277,0.6658,0.0193,0.2762,0.4135,0.7018,0.5541,0.2421,0.1511,0.5785,0.4961,0.4298,0.4685,0.5797,0.478,0.4209,0.6044,0.5726,0.4891,0.578,0.6223,0.5513,0.5028,0.4412,0.48,0.5026,0.5759,0.5831,0.4117,0.469,0.4885,0.3125,0.5259,0.5121,0.5009,0.5158,0.05
